State,County,CensusTract,Urban,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,LowIncomeTracts,LA1and10,LAhalfand10,LA1and20
Illinois,Cook County,17031390300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031390400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031390500,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031390600,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031390700,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031400300,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031400400,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031400500,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031400800,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031410100,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031410200,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031410500,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031410600,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031410700,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031410800,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031410900,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031411000,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031411100,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031411200,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031420100,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031420200,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031420300,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031420400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031420500,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031420600,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031420700,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031420800,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031421200,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031430101,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031430102,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031430200,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031430300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031430400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031430500,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031430600,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031430700,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031430800,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031430900,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031431200,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031431301,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031431302,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031431400,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031440101,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031440102,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031440201,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031440202,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031440300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031440600,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031440700,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031440800,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031440900,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031450300,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031460100,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031460200,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031460301,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031460302,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031460400,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031460500,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031460600,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031460700,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031461000,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031470100,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031480100,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031480200,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031480300,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031480400,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031480500,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031490300,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031490400,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031490500,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031490600,1,1,1,1,0,1,1,1,1
Illinois,Cook County,17031490700,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031490800,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031490901,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031490902,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031491000,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031491100,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031491200,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031491300,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031491400,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031500100,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031500200,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031500300,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031510100,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031510200,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031510300,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031520100,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031520200,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031520300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031520400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031520500,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031520600,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031530100,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031530200,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031530300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031530400,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031530501,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031530502,1,1,1,1,0,1,1,1,1
Illinois,Cook County,17031530503,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031530600,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031540101,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031540102,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031550100,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031550200,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031560100,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031560200,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031560300,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031560400,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031560700,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031560800,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031560900,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031561000,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031561100,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031570100,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031570200,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031570300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031570400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031570500,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031580100,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031580200,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031580300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031580400,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031580501,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031580502,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031580600,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031580700,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031580800,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031590500,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031590600,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031590700,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031600400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031600600,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031600700,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031600900,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031610300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031610400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031610800,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031611000,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031611100,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031611200,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031611300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031611400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031611500,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031611600,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031611700,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031611800,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031611900,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031612000,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031612100,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031620100,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031620200,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031620300,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031620400,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031630100,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031630200,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031630300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031630400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031630500,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031630800,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031630900,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031640100,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031640300,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031640400,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031640500,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031640600,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031640700,1,1,1,1,0,1,1,1,1
Illinois,Cook County,17031640800,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031650100,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031650200,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031650301,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031650302,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031650400,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031650500,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031660301,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031660302,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031660400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031660500,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031660600,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031660700,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031660800,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031660900,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031661000,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031661100,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031670100,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031670200,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031670300,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031670400,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031670500,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031670600,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031670700,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031670800,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031670900,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031671100,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031671200,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031671300,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031671400,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031671500,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031671600,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031671800,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031671900,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031672000,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031680500,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031680600,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031680900,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031681000,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031681100,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031681200,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031681300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031681400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031690300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031690400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031690500,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031690900,1,0,0,0,1,1,0,0,0
Illinois,Cook County,17031691000,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031691100,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031691200,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031691300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031691400,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031691500,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031700100,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031700200,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031700301,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031700302,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031700401,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031700402,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031700501,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031700502,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031710100,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031710200,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031710300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031710400,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031710500,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031710600,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031710700,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031710800,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031710900,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031711000,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031711100,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031711200,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031711300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031711400,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031711500,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031720100,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031720200,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031720300,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031720400,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031720500,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031720600,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031720700,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031730100,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031730201,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031730202,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031730300,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031730400,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031730500,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031730600,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031730700,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031740100,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031740200,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031740300,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031740400,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031750100,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031750200,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031750300,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031750400,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031750500,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031750600,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031760801,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031760802,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031760803,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031770201,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031770202,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031770300,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031770400,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031770500,1,1,1,1,0,1,1,1,1
Illinois,Cook County,17031770601,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031770602,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031770700,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031770800,1,1,1,1,1,1,1,1,1
Illinois,Cook County,17031770901,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031770902,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031800100,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031800200,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031800300,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031800400,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031800500,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031800600,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031800700,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031800800,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031800900,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031801000,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031801100,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031801200,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031801300,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031801400,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031801500,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031801601,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031801603,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031801605,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031801606,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031801607,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031801608,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031801701,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031801702,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031801800,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031801901,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031801902,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802002,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802003,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802004,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031802100,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802200,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802300,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031802402,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802403,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802404,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031802503,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802504,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802505,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031802506,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802605,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031802607,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802608,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802609,1,0,1,0,1,1,0,1,0
Illinois,Cook County,17031802610,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802701,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802702,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031802801,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031802802,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031802900,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031803005,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031803007,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031803008,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031803010,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031803012,1,0,0,0,0,0,0,0,0
Illinois,Cook County,17031803013,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031803014,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031803015,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031803016,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031803017,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031803100,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031803200,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031803300,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031803400,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031803500,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031803603,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031803604,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031803605,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031803606,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031803607,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031803608,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031803610,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031803611,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031803612,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031803701,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031803702,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031803800,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031803901,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031803902,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804000,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804102,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804104,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804105,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804106,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804108,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804109,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804201,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804202,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804305,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804306,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804308,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804309,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804310,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804311,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804403,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804404,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804405,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031804406,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804505,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804506,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804507,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804508,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031804509,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804510,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031804511,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031804603,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804606,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804607,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804608,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804609,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804610,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804611,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804701,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804705,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804706,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804709,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804710,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804711,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804712,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804713,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804714,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804715,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031804716,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804803,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804804,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804805,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804806,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804807,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804808,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804809,1,0,0,0,0,0,1,1,1
Illinois,Cook County,17031804810,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804901,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031804902,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031805001,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031805002,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031805105,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031805106,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031805107,1,0,1,0,0,1,0,1,0
Illinois,Cook County,17031805108,1,0,0,0,0,1,0,0,0
Illinois,Cook County,17031805109,1,0,0,0,0,0,0,1,0
Illinois,Cook County,17031805110,1,0,0,0,0,0,0,1,0
